year,country_code,citl_information,value,unit,version
2016,SE,2.1 EU-ETS Verified Emission,2889899,tonne of CO2 equ.,81
2017,SE,2.1 EU-ETS Verified Emission,2961636,tonne of CO2 equ.,81
2018,SE,2.1 EU-ETS Verified Emission,2860973,tonne of CO2 equ.,81
2019,SE,2.1 EU-ETS Verified Emission,2764968,tonne of CO2 equ.,81
2020,SE,2.1 EU-ETS Verified Emission,1004997,tonne of CO2 equ.,81
2021,SE,2.1 EU-ETS Verified Emission,1045882,tonne of CO2 equ.,81
2020,SE,2.2 Swiss Verified Emissions for aircraft operators,12397,tonne of CO2 equ.,81
2021,SE,2.2 Swiss Verified Emissions for aircraft operators,4853,tonne of CO2 equ.,81
2012,SE,4. Total surrendered units,4372036,units,81
2013,SE,4. Total surrendered units,1397,units,81
2014,SE,4. Total surrendered units,5556091,units,81
2015,SE,4. Total surrendered units,2813072,units,81
2016,SE,4. Total surrendered units,2889900,units,81
2017,SE,4. Total surrendered units,2961636,units,81
2018,SE,4. Total surrendered units,2860973,units,81
2019,SE,4. Total surrendered units,2764967,units,81
2020,SE,4. Total surrendered units,1017412,units,81
2021,SE,4. Total surrendered units,1051748,units,81
2012,SE,4.1 Surrendered EU allowances (EUAs and EUAAs),3745559,units,81
2013,SE,4.1 Surrendered EU allowances (EUAs and EUAAs),1397,units,81
2014,SE,4.1 Surrendered EU allowances (EUAs and EUAAs),5556091,units,81
2015,SE,4.1 Surrendered EU allowances (EUAs and EUAAs),2813072,units,81
2016,SE,4.1 Surrendered EU allowances (EUAs and EUAAs),2889900,units,81
2017,SE,4.1 Surrendered EU allowances (EUAs and EUAAs),2961636,units,81
2018,SE,4.1 Surrendered EU allowances (EUAs and EUAAs),2860973,units,81
2019,SE,4.1 Surrendered EU allowances (EUAs and EUAAs),2764967,units,81
2020,SE,4.1 Surrendered EU allowances (EUAs and EUAAs),993080,units,81
2021,SE,4.1 Surrendered EU allowances (EUAs and EUAAs),1010840,units,81
2012,SE,4.2 Surrendered certified emission reductions (CERs),46002,units,81
2012,SE,4.3 Surrendered emission reduction units (ERUs),580475,units,81
2020,SE,4.4 Surrendered Units CHU/CHUAA,24332,units,81
2021,SE,4.4 Surrendered Units CHU/CHUAA,40908,units,81
2012,SI,1. Total allocated allowances (EUA or EUAA),44555.75933848943,units,81
2013,SI,1. Total allocated allowances (EUA or EUAA),38891,units,81
2014,SI,1. Total allocated allowances (EUA or EUAA),46891,units,81
2015,SI,1. Total allocated allowances (EUA or EUAA),58391,units,81
2016,SI,1. Total allocated allowances (EUA or EUAA),45891,units,81
2017,SI,1. Total allocated allowances (EUA or EUAA),44891,units,81
2018,SI,1. Total allocated allowances (EUA or EUAA),45391,units,81
2019,SI,1. Total allocated allowances (EUA or EUAA),45391,units,81
2020,SI,1. Total allocated allowances (EUA or EUAA),6500,units,81
2021,SI,1. Total allocated allowances (EUA or EUAA),5000,units,81
2012,SI,1.1 Freely allocated allowances,82534,units,81
2013,SI,1.1 Freely allocated allowances,38891,units,81
2014,SI,1.1 Freely allocated allowances,38891,units,81
2015,SI,1.1 Freely allocated allowances,38891,units,81
2016,SI,1.1 Freely allocated allowances,38891,units,81
2017,SI,1.1 Freely allocated allowances,38891,units,81
2018,SI,1.1 Freely allocated allowances,38891,units,81
2019,SI,1.1 Freely allocated allowances,38891,units,81
2012,SI,1.1.1 Free allocation to existing entities (Art. 10a(1)),82534,units,81
2013,SI,1.1.1 Free allocation to existing entities (Art. 10a(1)),38891,units,81
2014,SI,1.1.1 Free allocation to existing entities (Art. 10a(1)),38891,units,81
2015,SI,1.1.1 Free allocation to existing entities (Art. 10a(1)),38891,units,81
2016,SI,1.1.1 Free allocation to existing entities (Art. 10a(1)),38891,units,81
2017,SI,1.1.1 Free allocation to existing entities (Art. 10a(1)),38891,units,81
2018,SI,1.1.1 Free allocation to existing entities (Art. 10a(1)),38891,units,81
2019,SI,1.1.1 Free allocation to existing entities (Art. 10a(1)),38891,units,81
2012,SI,1.2 Correction to freely allocated allowances (not reflected in EUTL),-37978.24066151057,units,81
2012,SI,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,SI,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,SI,1.3 Allowances auctioned or sold (EUAs and EUAAs),8000,units,81
2015,SI,1.3 Allowances auctioned or sold (EUAs and EUAAs),19500,units,81
2016,SI,1.3 Allowances auctioned or sold (EUAs and EUAAs),7000,units,81
2017,SI,1.3 Allowances auctioned or sold (EUAs and EUAAs),6000,units,81
2018,SI,1.3 Allowances auctioned or sold (EUAs and EUAAs),6500,units,81
2019,SI,1.3 Allowances auctioned or sold (EUAs and EUAAs),6500,units,81
2020,SI,1.3 Allowances auctioned or sold (EUAs and EUAAs),6500,units,81
2021,SI,1.3 Allowances auctioned or sold (EUAs and EUAAs),5000,units,81
2012,SI,2. Verified emissions,71482,tonne of CO2 equ.,81
2013,SI,2. Verified emissions,59807,tonne of CO2 equ.,81
2014,SI,2. Verified emissions,66206,tonne of CO2 equ.,81
2015,SI,2. Verified emissions,88387,tonne of CO2 equ.,81
2016,SI,2. Verified emissions,135814,tonne of CO2 equ.,81
2017,SI,2. Verified emissions,103758,tonne of CO2 equ.,81
2018,SI,2. Verified emissions,97383,tonne of CO2 equ.,81
2019,SI,2. Verified emissions,48220,tonne of CO2 equ.,81
2012,SI,2.1 EU-ETS Verified Emission,71482,tonne of CO2 equ.,81
2013,SI,2.1 EU-ETS Verified Emission,59807,tonne of CO2 equ.,81
2014,SI,2.1 EU-ETS Verified Emission,66206,tonne of CO2 equ.,81
2015,SI,2.1 EU-ETS Verified Emission,88387,tonne of CO2 equ.,81
2016,SI,2.1 EU-ETS Verified Emission,135814,tonne of CO2 equ.,81
2017,SI,2.1 EU-ETS Verified Emission,103758,tonne of CO2 equ.,81
2018,SI,2.1 EU-ETS Verified Emission,97383,tonne of CO2 equ.,81
2019,SI,2.1 EU-ETS Verified Emission,48220,tonne of CO2 equ.,81
2012,SI,4. Total surrendered units,71482,units,81
2014,SI,4. Total surrendered units,126013,units,81
2015,SI,4. Total surrendered units,88387,units,81
2016,SI,4. Total surrendered units,135814,units,81
2017,SI,4. Total surrendered units,92895,units,81
2018,SI,4. Total surrendered units,97383,units,81
2019,SI,4. Total surrendered units,723,units,81
2012,SI,4.1 Surrendered EU allowances (EUAs and EUAAs),60760,units,81
2014,SI,4.1 Surrendered EU allowances (EUAs and EUAAs),126013,units,81
2015,SI,4.1 Surrendered EU allowances (EUAs and EUAAs),88387,units,81
2016,SI,4.1 Surrendered EU allowances (EUAs and EUAAs),135814,units,81
2017,SI,4.1 Surrendered EU allowances (EUAs and EUAAs),92895,units,81
2018,SI,4.1 Surrendered EU allowances (EUAs and EUAAs),97383,units,81
2019,SI,4.1 Surrendered EU allowances (EUAs and EUAAs),723,units,81
2012,SI,4.3 Surrendered emission reduction units (ERUs),10722,units,81
2012,SK,1. Total allocated allowances (EUA or EUAA),55051,units,81
2013,SK,1. Total allocated allowances (EUA or EUAA),12065,units,81
2014,SK,1. Total allocated allowances (EUA or EUAA),19565,units,81
2015,SK,1. Total allocated allowances (EUA or EUAA),40065,units,81
2016,SK,1. Total allocated allowances (EUA or EUAA),22565,units,81
2017,SK,1. Total allocated allowances (EUA or EUAA),20065,units,81
2018,SK,1. Total allocated allowances (EUA or EUAA),21565,units,81
2019,SK,1. Total allocated allowances (EUA or EUAA),21565,units,81
2020,SK,1. Total allocated allowances (EUA or EUAA),9000,units,81
2021,SK,1. Total allocated allowances (EUA or EUAA),17786,units,81
2012,SK,1.1 Freely allocated allowances,55051,units,81
2013,SK,1.1 Freely allocated allowances,12065,units,81
2014,SK,1.1 Freely allocated allowances,12065,units,81
2015,SK,1.1 Freely allocated allowances,12065,units,81
2016,SK,1.1 Freely allocated allowances,12065,units,81
2017,SK,1.1 Freely allocated allowances,12065,units,81
2018,SK,1.1 Freely allocated allowances,12065,units,81
2019,SK,1.1 Freely allocated allowances,12065,units,81
2021,SK,1.1 Freely allocated allowances,11786,units,81
2012,SK,1.1.1 Free allocation to existing entities (Art. 10a(1)),55051,units,81
2013,SK,1.1.1 Free allocation to existing entities (Art. 10a(1)),12065,units,81
2014,SK,1.1.1 Free allocation to existing entities (Art. 10a(1)),12065,units,81
2015,SK,1.1.1 Free allocation to existing entities (Art. 10a(1)),12065,units,81
2016,SK,1.1.1 Free allocation to existing entities (Art. 10a(1)),12065,units,81
2017,SK,1.1.1 Free allocation to existing entities (Art. 10a(1)),12065,units,81
2018,SK,1.1.1 Free allocation to existing entities (Art. 10a(1)),12065,units,81
2019,SK,1.1.1 Free allocation to existing entities (Art. 10a(1)),12065,units,81
2021,SK,1.1.1 Free allocation to existing entities (Art. 10a(1)),11786,units,81
2012,SK,1.2 Correction to freely allocated allowances (not reflected in EUTL),0,units,81
2012,SK,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,SK,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,SK,1.3 Allowances auctioned or sold (EUAs and EUAAs),7500,units,81
2015,SK,1.3 Allowances auctioned or sold (EUAs and EUAAs),28000,units,81
2016,SK,1.3 Allowances auctioned or sold (EUAs and EUAAs),10500,units,81
2017,SK,1.3 Allowances auctioned or sold (EUAs and EUAAs),8000,units,81
2018,SK,1.3 Allowances auctioned or sold (EUAs and EUAAs),9500,units,81
2019,SK,1.3 Allowances auctioned or sold (EUAs and EUAAs),9500,units,81
2020,SK,1.3 Allowances auctioned or sold (EUAs and EUAAs),9000,units,81
2021,SK,1.3 Allowances auctioned or sold (EUAs and EUAAs),6000,units,81
2012,SK,2. Verified emissions,54387,tonne of CO2 equ.,81
2013,SK,2. Verified emissions,22162,tonne of CO2 equ.,81
2014,SK,2. Verified emissions,24652,tonne of CO2 equ.,81
2015,SK,2. Verified emissions,21425,tonne of CO2 equ.,81
2016,SK,2. Verified emissions,14524,tonne of CO2 equ.,81
2017,SK,2. Verified emissions,14225,tonne of CO2 equ.,81
2018,SK,2. Verified emissions,12071,tonne of CO2 equ.,81
2019,SK,2. Verified emissions,5357,tonne of CO2 equ.,81
2021,SK,2. Verified emissions,8655,tonne of CO2 equ.,81
2012,SK,2.1 EU-ETS Verified Emission,54387,tonne of CO2 equ.,81
2013,SK,2.1 EU-ETS Verified Emission,22162,tonne of CO2 equ.,81
2014,SK,2.1 EU-ETS Verified Emission,24652,tonne of CO2 equ.,81
2015,SK,2.1 EU-ETS Verified Emission,21425,tonne of CO2 equ.,81
2016,SK,2.1 EU-ETS Verified Emission,14524,tonne of CO2 equ.,81
2017,SK,2.1 EU-ETS Verified Emission,14225,tonne of CO2 equ.,81
2018,SK,2.1 EU-ETS Verified Emission,12071,tonne of CO2 equ.,81
2019,SK,2.1 EU-ETS Verified Emission,5357,tonne of CO2 equ.,81
2021,SK,2.1 EU-ETS Verified Emission,8645,tonne of CO2 equ.,81
2021,SK,2.2 Swiss Verified Emissions for aircraft operators,10,tonne of CO2 equ.,81
2012,SK,4. Total surrendered units,54387,units,81
2014,SK,4. Total surrendered units,46814,units,81
2015,SK,4. Total surrendered units,21425,units,81
2016,SK,4. Total surrendered units,14524,units,81
2017,SK,4. Total surrendered units,14225,units,81
2018,SK,4. Total surrendered units,12071,units,81
2019,SK,4. Total surrendered units,5357,units,81
2021,SK,4. Total surrendered units,8655,units,81
2012,SK,4.1 Surrendered EU allowances (EUAs and EUAAs),46230,units,81
2014,SK,4.1 Surrendered EU allowances (EUAs and EUAAs),46814,units,81
2015,SK,4.1 Surrendered EU allowances (EUAs and EUAAs),21425,units,81
2016,SK,4.1 Surrendered EU allowances (EUAs and EUAAs),14524,units,81
2017,SK,4.1 Surrendered EU allowances (EUAs and EUAAs),14225,units,81
2018,SK,4.1 Surrendered EU allowances (EUAs and EUAAs),12071,units,81
2019,SK,4.1 Surrendered EU allowances (EUAs and EUAAs),5357,units,81
2021,SK,4.1 Surrendered EU allowances (EUAs and EUAAs),8655,units,81
2012,SK,4.3 Surrendered emission reduction units (ERUs),8157,units,81
